Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
La Roche-Posay,Cicaplast Baume B5,Treatment,99.1693173209612,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Affordable and effective! Would recommend. - Kunal, Jaipur"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,66.18572347660638,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,Oil-Free Moisturizer,Moisturizer,41.65783583664012,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,Salicylic Acid Cleanser,Cleanser,5.094627709931697,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,99.26140125360962,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Kama Ayurveda,Protini Polypeptide Cream,Moisturizer,18.450473528377515,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Glossier,Solution,Exfoliant,42.48951422567419,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,41.59089210612406,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Niacinamide 10% + Zinc 1%,Serum,28.522458098482065,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Biotique,Hydrating Cleanser,Cleanser,25.473054044567057,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Himalaya,Effaclar Duo,Treatment,41.69537618953396,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","A bit expensive, but worth the money. - Sneha, Kolkata"
Kama Ayurveda,Hyaluronic Acid 2% + B5,Serum,25.52750082351271,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Lightweight and great for daily use. - Ananya, Chandigarh"
Biotique,Hydro Boost Gel Cream,Moisturizer,84.62853994590739,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
Mamaearth,Moisturizing Cream,Moisturizer,34.51236483560086,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,35.5075976331461,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
La Roche-Posay,Cicaplast Baume B5,Treatment,79.14341546883591,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,12.327672266556457,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Oil-Free Moisturizer,Moisturizer,17.569865481594643,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,98.52043432244857,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,60.0777473969862,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,99.7873341025424,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Solution,Exfoliant,29.715920621639214,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,31.284135665609707,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,11.08902211958408,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
CeraVe,Hydrating Cleanser,Cleanser,93.87143789671175,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Effaclar Duo,Treatment,31.688895038326805,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Affordable and effective! Would recommend. - Kunal, Jaipur"
Biotique,Hyaluronic Acid 2% + B5,Serum,37.53421353735912,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,32.06895712684761,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
CeraVe,Moisturizing Cream,Moisturizer,76.78349296925934,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,27.753975268159657,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
Forest Essentials,Cicaplast Baume B5,Treatment,39.31421469794399,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,97.57037227814448,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Oil-Free Moisturizer,Moisturizer,84.42146496871659,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,13.029092281545797,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Forest Essentials,Good Genes Lactic Acid Treatment,Treatment,19.70143044515369,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Lightweight and great for daily use. - Ananya, Chandigarh"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,48.59410306041812,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Kama Ayurveda,Solution,Exfoliant,35.79247333680572,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,54.5530777421798,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Biotique,Niacinamide 10% + Zinc 1%,Serum,84.61366677517643,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Hydrating Cleanser,Cleanser,57.86634014529223,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Himalaya,Effaclar Duo,Treatment,56.605805070567605,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,50.024234268735455,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Lightweight and great for daily use. - Ananya, Chandigarh"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,43.19668798885445,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,64.39741905508859,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Affordable and effective! Would recommend. - Kunal, Jaipur"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,80.24921425401422,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
La Roche-Posay,Cicaplast Baume B5,Treatment,31.52381150795063,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,22.86593796680915,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
Neutrogena,Oil-Free Moisturizer,Moisturizer,12.96895494611245,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Inkey List,Salicylic Acid Cleanser,Cleanser,26.60943114998232,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,92.07171351721568,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Absorbs well but didn't see significant results. - Priya, Bangalore"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,81.14388050090028,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
Glossier,Solution,Exfoliant,55.98161943956978,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,76.29928965216274,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,85.10845548789257,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Absorbs well but didn't see significant results. - Priya, Bangalore"
CeraVe,Hydrating Cleanser,Cleanser,37.26069439761031,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Effaclar Duo,Treatment,93.16585527120677,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Affordable and effective! Would recommend. - Kunal, Jaipur"
Lotus Herbals,Hyaluronic Acid 2% + B5,Serum,60.17987088374528,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,5.254305779403595,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,13.47384882561024,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,78.60921987673234,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
La Roche-Posay,Cicaplast Baume B5,Treatment,83.741135763632,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,AHA 30% + BHA 2% Peeling Solution,Treatment,37.0666908326438,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
Neutrogena,Oil-Free Moisturizer,Moisturizer,16.624028171508233,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,96.94406419591166,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,9.546509956968606,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Absorbs well but didn't see significant results. - Priya, Bangalore"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,59.87295623383753,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Glossier,Solution,Exfoliant,61.25475308017182,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Mamaearth,Superfood Antioxidant Cleanser,Cleanser,37.77828888131493,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,88.38182525143141,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Hydrating Cleanser,Cleanser,35.74409655450623,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Effaclar Duo,Treatment,93.78673197437392,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Biotique,Hyaluronic Acid 2% + B5,Serum,94.26255955353068,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,29.42384055413183,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Forest Essentials,Moisturizing Cream,Moisturizer,89.45423778525281,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Caused a breakout, didn't work for me. - Simran, Pune"
Forest Essentials,BHA Liquid Exfoliant,Exfoliant,31.362965468641946,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Cicaplast Baume B5,Treatment,83.96333478876019,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,71.36992788306247,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Oil-Free Moisturizer,Moisturizer,10.352455146213597,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,11.437388893849056,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Affordable and effective! Would recommend. - Kunal, Jaipur"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,19.44831692526153,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,47.1415886723164,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,Solution,Exfoliant,30.924982810688004,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Mamaearth,Superfood Antioxidant Cleanser,Cleanser,23.56851977965457,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
